text,title,sentiment
"RT @real_GGoswami: Following entry is for 15th Nov, 2021 from TGA (#Australia ) DAEN database.

Medicine suspected - #Pfizer 
Death was a r…",O,L
"📊PFIZER LIMITED (#PFIZER)

⚡️5% UP Today 💰🥳 https://t.co/w236MrmSM2 https://t.co/fjOqa4h5mw",O,L
"COVID 19 VACCINATION UPDATE
Available Vaccines:
1. #Pfizer Vaccine - 1st &amp; 2nd Dose
2. #AstraZeneca vaccine - 1st &amp; 2nd Dose
Book your appointment via https://t.co/XupVMk8GLV
#patachanjo https://t.co/j4lHVImx2r",N,L
"RT @herranen_jari: US donates 16.8 million #COVID19  #Pfizer vaccine doses to #Bangladesh 👍🏻
#VaccinesForAll 
https://t.co/bS0RUDkHei",N,P
RT @yoncabulutmd: &gt;12 years old immunocompromised children will receive an additional #covid19 #Pfizer #vaccine dose 28 days after first se…,N,L
"Live technical Analysis, Target achieved in #PFIZER, price now above 5400. https://t.co/QLhHxikSkk #technicalanalysis #StockMarket #trading #tradingideas",O,L
CASH PREMIUM -  #PFIZER  TARGET 1 ACHIEVED @ 5400.00 AS PER BUY @ 5300.00 ( GAINS : 3800.00 )    Subscribe :  https://t.co/njdS5fZlG3,N,L
"European Commission 
Pfizer vaccines contracts 
#Pfizer #vaccine #TRASH #transperancy https://t.co/UTg8Cdsy0b",O,L
"RT @TradeOnData_: POSITIONAL TRADE

BUY AT 5360
       PFIZER 
 STOPLOSS 5300
1st TARGET 5400
2nd TARGET 5425
3rd TARGET 5450
4th TARGET 54…",O,L
@sincerely_epic @saahilmenghani #Pfizer have hired many such failed executives....,O,N
RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption Wakey #sc…,O,L
"Live Technical Analysis #Pfizer, Bullish Flag pattern with breakout, indication also in volume, if price crosses 5350, next target is 5400. https://t.co/NYLPnIlgxo
#technicalanalysis #StockMarketindia #futurestrading #OptionsTrading",O,L
@RonColeman @wesbury thought this might be of interest.  Who vets the advisors?  #pharma #pfizer #moderna #astrazeneca #johnsonandjohnson #fauci #cdc #nih?  #Wakeup folks - follow the money! https://t.co/1SrBRasBA2,O,P
"Note this article was PRE JAPAN AND their Decision to Close Boarders... also 
🈁️the two people who #tested #positive for the #omicronvariant had #received the #Pfizer #vaccine and exhibited very mild #symptoms, such as a sore throat.🈁️ #breakthrough 
https://t.co/srJdlZSYEH",O,L
@POTUS @WHCOS You want to stop the Pandemic - #Covid19! Talk to Truth Tellers! @PMOIndia &amp; #DrKrishnaElla. #Fauchi is compromised. Forget #Pfizer + #Moderna. All Liars. https://t.co/W5dZgVjtJK @Sen_JoeManchin @pnjaban @IngrahamAngle @DrJBhattacharya @RandPaul @WSJ @jimcramer @CNN,O,L
"And, all of this has been the environment to test the mRNA vaccine technology. #Pfizer #Moderna 

The power of corporate pharma interests in all of this is impossible to forget. But, it is a genuine scientific achievement as well after decades of research. https://t.co/CJ0MqBbGl2",N,L
"Following entry is for 15th Nov, 2021 from TGA (#Australia ) DAEN database.

Medicine suspected - #Pfizer 
Death was a reported Outcome - 1
Gender - M
Age - 87 years

Terrible this is.

#COVID19 
#COVID19Aus https://t.co/BxFalwxILN",O,L
RT @arabnews: #Egypt authorizes use of #Pfizer #COVID19 vaccine for children aged 12-15 as government takes precaution against #omicron var…,N,L
"RT @Jasmina78378291: #Vaccines #covid19 #coronavirus #pfizer #vaccinemandates #vaccineinjuries  

Is THIS ok? 👇 https://t.co/1yBrXiujWQ",O,L
#Egypt authorizes use of #Pfizer #COVID19 vaccine for children aged 12-15 as government takes precaution against #omicron variant with flight ban to and from #SouthAfrica. https://t.co/V2dImoCAFa https://t.co/851wfE9kap,N,L
"DHA begins booster dose for Pfizer-BioNTech COVID-19 vaccine for 18 years and above
 
#Vaccine #DHA #DubaiHealthAuthority #Pfizer 

https://t.co/RYkKrj2i9A https://t.co/fhLjsIWufi",N,L
The CEO Of Pfizer Neck Does Some Weird Sh!T https://t.co/FFb6IOzmFE via @YouTube #Pfizer #reptilians #DavidIcke https://t.co/ZJG3RpCX3u,O,L
"Was Israel preparing for #Omicron? #Pfizer.

https://t.co/jQtMboxNt5",V,L
"@GovNedLamont @CTDPH @DrJuthani Boosters are still based on #SARSCoV2, 1st strain which doesn’t exist anymore, they do not cover Delta or any mutations afterwards you stup¡d ignoramus. It’s all about #Pfizer money. So how much money #pfizer 💰 did it take to sell out your ppl?",N,N
RT @b2sharan: @vijayku50975705 @rashtrapatibhvn @awakenindiamvmt @ytengra @suchetadalal @DrjagdaleVilas @PLMeena_lalsot @kiranmartis9 @nice…,O,L
@paf_2 @KylaInTheBurgh So the #mRNA injections won't work unless they get forced on everybody? You should work for #Pfizer or #Moderna . Is this what happened with polio? Did they attack those who didn't take the shot? Amazing how much faith you have in the #Trump #Warpspeed medical treatment.,N,N
"#Pfizer.  When your company is used for memes like this, your a fucking joke! 😂 https://t.co/yDNWckvqF4",O,N
"COVID: Canada confirms two cases of Omicron variant - https://t.co/QIeQE6pfkG 
Get your news featured use #IndiaPostUSA 
#BharatBiotech #Covaxin #CovidVaccines #CovidVariantInSouthAfrica #Covishield #Moderna #OmicronVariant #Pfizer #SouthAFricanCovid #SputnikV #Wellness",V,L
Done with my booster shot... #covid19vaccine #boostershot #nationalvaccinationday #Pfizer @ Metro Central Mall - Laguna O F F I C I A L https://t.co/ecdWaGVM0z,N,L
"POSITIONAL TRADE

BUY AT 5360
       PFIZER 
 STOPLOSS 5300
1st TARGET 5400
2nd TARGET 5425
3rd TARGET 5450
4th TARGET 5475-5500

 HOLDING PERIOD 1-2 days

#PFIZER #STOCKTOWATCH #TRADEONDATA #TOD https://t.co/ShAMIB4u4j",O,L
"@JosDaz14287888 The COVID virus are the tools,  the media are the manipulators and the evil politicians are the enforcers. They work in tandem to push vaccine mandates and depopulate the world!

 The #COVID vaccine KILLS! 

Please protect your family and no jabs!
 #Pfizer #vaccine #NFSC #gettr https://t.co/52ar5lzlAD",N,N
"UAE announces booster doses of Pfizer and Sputnik available for all adults.

Read more: https://t.co/t1ClOt4qgp

#HEALTH #VACCINE #COVID #BOOSTER #PFIZER #SPUTNIK #DOSE #NEWS #UAE https://t.co/Zt0BWY5VHz",N,P
"@RubinReport The COVID virus are the tools,  the media are the manipulators and the evil politicians are the enforcers. They work in tandem to push vaccine mandates and depopulate the world!

 The #COVID vaccine KILLS! 

Please protect your family and no jabs!
 #Pfizer #vaccine #NFSC #gettr https://t.co/fFkfEnuKQ9",N,N
"RT @salita_singh: @GodfatherCap 
Shouldn’t we be tagging #Pfizer #Moderna and ALL the huge pharmaceutical WORKING ON COVID that #enzc is th…",O,L
"Does AstraZeneca's COVID vaccine give longer-lasting protection than ... 
https://t.co/uidNvG0bHp
#Antibodies #Biomedical #Breakthrough #Coronavirus #DNA #Europe #European #ImmuneResponses #Newcastle #OlderPeople #Pfizer #Production #UK #UnitedKingdom #UniversityOfNewcastle https://t.co/bprncgO5Ln",N,L
#pfizer also seems to be catching on this rising #COVID19 cases and so more doses https://t.co/L5ymo91fip,N,L
"Wealthy countries have a moral responsibility, so does the pharmaceutical industry. Share resources. Help vaccinate the world now #Alpha #Beta #Gamma #Delta #Omicron #Covid19 #VaccinesSaveLives #VaccinEquity #VaccinesWork #Pfizer #Moderna #AstraZeneca #JohnsonandJohnson",N,L
"#US-based biotech company, #Moderna says the new #Omicron #covidvariant may elude current #vaccines and if so, a reformulated shot could be available early in the new year.
#coronavirus #OmicronVariant #CovidVaccine https://t.co/m5TNiAAgkI",N,L
"RT @airnewsalerts: US-based biotech company, #Moderna says the new #Omicron Coronavirus variant may elude current vaccines and if so, a ref…",N,L
"🇺🇸Wall Street Today🇺🇸
$MRNA #Moderna says an #OmnicronVariant vaccine could be ready in early 2022 #Covid19
https://t.co/y9M2InaqgM",O,L
"US and European #futures pointing towards strong opens, shrugging off #Omicron concerns. #Moderna's chief medical officer said a reformulated shot to combat the new strain could be available early in the new year. https://t.co/qgOLj1pmfE",V,N
"US-based biotech company, #Moderna says the new #Omicron Coronavirus variant may elude current vaccines and if so, a reformulated shot could be available early in the new year. https://t.co/TaWU6LOTMD",N,L
"US-based biotech company, #Moderna says the new #Omicron Coronavirus variant may elude current vaccines and if so, a reformulated shot could be available early in the new year. https://t.co/9RnfFdeGax",N,L
"Moderna first dose 💉

#Moderna #Bangkok https://t.co/2sE1ckntRk",N,L
Vaccine for Omicron variant might be ready in early 2022:  Moderna #Omicron #Moderna https://t.co/0tT8ufEoLP,V,L
RT @LLopezGonzalez: #Moderna is already talking about a new version of its #COVID19 vaccine even as it renewed patents in South Africa that…,N,L
RT @realJohnACastro: #Moderna waited too long to update the mRNA code. Soonest they can have the updated vaccine is March 1; should’ve upda…,N,L
@joncoopertweets ✋🏼Whatever it took! #boosted #Moderna,N,L
"3 Insiders at Moderna sold 29,000 shares last week for $8.0M $MRNA #Moderna #stockmarket #stock https://t.co/Ux2ND0qyOP",O,L
"#Moderna said Sunday that it may launch a reformulated #vaccine against the #Omicron #COVID19 variant early next year.
https://t.co/p3P3byHFU5 https://t.co/uh0TWbR7pI",V,L
"Over the last 7 days, the 10 most mentioned #stocks on #wallstreetbets have been:

1) #Tesla $TSLA
2) #Nvidia $NVDA 
3) #Moderna $MRNA 
4) #Gamestop $GME
5) $AMD
6) $DIS
7) $ZM
8) $PLTR
9) $WISH
10) $PYPL",O,L
Got my booster today ❤️ #moderna,N,L
"It's Testimonial Monday! Here are some amazing winning trades that are done by our Spiking Family Members ❤️

#spiking #trades #community #wins #options #cryptos #stocks #growth #members #trade #testimonial #testimonials #drclemenchiang #monday #MRNA #moderna https://t.co/IaWahN8mxV",O,L
"Are you 18 or older &amp; live in Brussels? Then you might be eligible for a #BoosterShot.

If your #vaccination
- with Johnson &amp; Johnson was &gt; 2 months ago
- with #AstraZeneca was &gt; 4 month ago
- with #Biontech or #Moderna was &gt; 6 month ago, 👉 register here: https://t.co/qrCUsmXEsX https://t.co/kYytxFgJq1",N,L
"RT @YLeyfman: Given the rise of the #omnicron #variant, #moderna is testing 3  #COVID19 #vaccine #booster candidates given the increased nu…",V,N
"Well , well, well... Why am i not surprised?
#VaccineMandate 
#VaccineProfit
#Vaccine
#Moderna
#ArrestFauci 
@1_eyed_Jack https://t.co/lDlamenc19",O,L
"@davidhogg111 #Moderna refuses to give South African scientists the recipe for its vaccine, sighting ""intellectual property rights"", leaving the scientists try mimic the vaccine in a much longer process. How much money does Moderna need before it becomes compassionate or morally responsible?",N,N
"@CryptoDaddy_DTM @vikenistic @Realanise @DrEricDing @nicd_sa As long as mRNA is hoarded, what should be done ? 
How do we justify being ripped off by #Moderna selling vaccines to Botswana at US$ 29 , not supplying the full quantity  and other countries paid a fraction and  getting supplies?",N,L
"RT @BigBadDenis: Moderna prepared to develop Omicron booster if needed

More here: https://t.co/DXDio0S6PL
#Moderna #OmicronVariant #COVID1…",N,L
"@narendramodi #covidvaccination,  #Moderna

“Sir, 
Me and my wife were vaccinated with the Moderna Vaccine (2 shots), during our visit to USA, earlier this year. 
I am unable to obtain Universal Travel Pass, as Moderna does not appear as a valid vaccine option. Kindly Help!",O,L
"@joncoopertweets *Raises hand* I counted the days until vaccines were available in my area, and received both doses of #Moderna.",N,L
Hey any of you #AstraZeneca -vaccinated folks gotten your booster shot / appointment yet?,N,L
"RT @theSundaily: The number of Covid-19 cases as of 28 November 2021.

Remember to observe safety and protective measures when you’re out a…",C,L
"Following entry is for 15th Nov, 2021 from TGA (#Australia ) DAEN database.

Medicine suspected - #AstraZeneca 
Death was a reported Outcome - 1
Gender - M
Age - 68 years

Did he contract #COVID19 post vaccination 🤔

#COVID19 
#COVID19Aus https://t.co/9YKhvidTYI",O,L
"The number of Covid-19 cases as of 28 November 2021.

Remember to observe safety and protective measures when you’re out and about.

#thesundaily #mco2021 #CucukMYAZ #astrazeneca #pfizerbiontech #sinovac #selvax #comirnaty #vaxzevria #CoronaVac #MySejahtera #cucukmypfizer #thesun https://t.co/HwxetIUPRb",C,L
"RT @FluoridePoison: @EricTopol May 2021 DOUBLE VACCINATION with #AstraZeneca in South Africa, excluding those with HIV, gave NO protection…",N,N
"RT @crownchronicles: #ICYMI: The Prince of Wales officially opened AstraZeneca's new £1 billion research facility this week. 

#PrinceCharl…",O,L
We should all be taking the new variant seriously and make sure we are #vaccinated. #Omicron #AstraZeneca #antivaxxers #Vaxxed #GetVaccinatedNow #COVID19 https://t.co/yz76kRWJsi,V,L
RT @ellymelly: The #Twitter '#FactCheck-ers' didn't put a single caution on mainstream media for claiming that #ClimateChange caused an inc…,O,L
#covid19Vic #covid19 #Astrazeneca #Vaccine BOASTFUL #gunt via @Otiose94  #scottytheLIAR  #Election22 #AusPol #QT https://t.co/6wcTq8QuSM,O,L
#covid19Vic #covid19 #Astrazeneca #Vaccine BOASTFUL #gunt via @Otiose94  #scottytheLIAR  #Election22 #AusPol #QT https://t.co/tnHaYJ1VEs,O,L
"RT @WackAndre: https://t.co/yt9dfSnssP

#RIP🙏

⚠️Woman, 51, #AstraZeneca vaccine caused her death.

Mother-of-two Michelle Barlow, 51, from…",O,L
"RT @mojo_mn: how can we disguise the side effects of the Corona vaccine, well we just invent a new variant of the virus (#Omicron / #Omikro…",N,L
$AZN's in Downtrend: Moving Average Convergence Divergence (MACD) Histogram crosses below signal line. View odds for this and other indicators: https://t.co/YD0tqGwrES #AstraZeneca #stockmarket #stock https://t.co/J9i53rzNWC,O,L
"@EricTopol May 2021 DOUBLE VACCINATION with #AstraZeneca in South Africa, excluding those with HIV, gave NO protection against mild-to-moderate Covid-19 due to #BetaVariant. Funds from AstraZeneca, Bill and Melinda Gates Foundation etc. NEJM 384(20) 1885
Implications for #OmicronVariant ?? https://t.co/HcV7DH62YD",N,N
@Alan45075546 @benmarbobcam @Independent_ie Vaccine research? Like the #AstraZeneca 3 hour made up dollop based on a DNA sequence downloaded of a Chinese website? 🤣 https://t.co/nJnY3iZTB6,N,L
AstraZeneca boasts about UK hospitalizations rate — RT UK News #englishheadline #AstraZeneca #boasts #hospitalizations #rate #News https://t.co/gz5QMG4caE,O,L
"I’m so thrilled to report that I am now on team #AstraZeneca  #Pfizer #Pfizer 3X vaccinated, it is such a relief to me",N,P
$muds $mdcn $fnk $ubt #reef #pinetwork #weed $tsla #okex￼ #cake $ino #goog $nexo $chfs $bldp #ctsi $xagusd #aespa $mnst #near $sklz #icon $ont $sos $bynd $doggy #astrazeneca $quant $psfe $sbes #trading #coinbase #jin $vmcs #suga $qnt $aexe #fb $blz $mara #dot $ocul $yayo nba https://t.co/9zWTvKeqRq,O,L
